Drug Reaction,stop irritation,consult nearest hospital,stop taking drug,follow up
Viral Fever,நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,வைரஸ் காய்ச்சல் நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Mumps (Acute),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,Mumps நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Rubella (Chronic),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,ரூபெல்லா நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
AIDS (Acute),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,எய்ட்ஸ் நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Arthritis (Stage 1),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,மூட்டுவலி நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Paralysis (brain hemorrhage) (Mild),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,முடக்கு நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Influenza (Mild),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,இன்ஃப்ளூயன்ஸா நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Paralysis (brain hemorrhage) (Stage 1),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,முடக்கு நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Urinary Tract Infection (UTI) (Acute),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,சிறுநீர் பாதை தொற்று நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Hypertension (Stage 1),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,உயர் இரத்த அழுத்த நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Urinary Tract Infection (UTI),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,சிறுநீர் பாதை தொற்று நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Hepatitis C (Stage 1),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,ஹெபடைடிஸ் சி நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Urinary Tract Infection (UTI) (Severe),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,சிறுநீர் பாதை தொற்று நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Liver Cirrhosis (Mild),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,கல்லீரல் சிரோசிஸ் நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Gallstones (Stage 1),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,பித்தப்பைக் கற்கள் நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Glaucoma (Mild),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,கிளௌகோமா நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Rubella (Mild),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,ரூபெல்லா நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Viral Fever (Mild),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,வைரஸ் காய்ச்சல் நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Paralysis (brain hemorrhage) (Chronic),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,முடக்கு நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Zika Virus (Stage 1),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,ஜிகா வைரஸ் நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Common Cold (Stage 1),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,பொதுவான குளிர் நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Urinary tract infection (Chronic),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,சிறுநீர் பாதை தொற்று நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Cataracts (Mild),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,கண்புரை நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Cholera (Severe),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,காலரா நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Hypothyroidism (Mild),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,ஹைப்போ தைராய்டிசம் நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Cataracts,நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,கண்புரை நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Appendicitis (Stage 1),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,குடல் அழற்சி நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Chronic cholestasis (Acute),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,நாள்பட்ட கொலஸ்டாசிஸ் நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Appendicitis (Chronic),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,குடல் அழற்சி நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Ringworm (Mild),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,ரிங்வோர்ம் நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Hypoglycemia (Stage 1),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,இரத்தச் சர்க்கரைக் குறைவு நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Migraine (Stage 1),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,ஒற்றைத் தலைவலி நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Chicken pox (Stage 1),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,சிக்கன் பாக்ஸ் நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
hepatitis A (Mild),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,ஹெபடைடிஸ் ஏ நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Tetanus (Chronic),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,டெட்டனஸ் நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Viral Fever (Acute),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,வைரஸ் காய்ச்சல் நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Mumps,நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,Mumps நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Hypothyroidism (Stage 1),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,ஹைப்போ தைராய்டிசம் நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Conjunctivitis (Pink Eye),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,கான்ஜுன்க்டிவிடிஸ் நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Diphtheria (Stage 1),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,டிப்தீரியா நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Typhoid (Mild),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,டைபாய்டு நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Alcoholic hepatitis (Severe),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,ஆல்கஹால் ஹெபடைடிஸ் நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
(vertigo) Paroymsal  Positional Vertigo (Severe),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Influenza (Stage 1),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,இன்ஃப்ளூயன்ஸா நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Insomnia (Severe),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,இன்சோம்னியா நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Hypertension  (Chronic),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,உயர் இரத்த அழுத்த நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Insomnia (Stage 1),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,இன்சோம்னியா நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Tetanus (Stage 1),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,டெட்டனஸ் நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Bronchitis (Acute),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,மூச்சுக்குழாய் அழற்சி நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Zika Virus (Mild),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,ஜிகா வைரஸ் நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Psoriasis (Stage 1),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,சொரியாசிஸ் நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Ebola,நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,எபோலா நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Tonsillitis (Acute),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,டான்சில்லிடிஸ் நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Gastroenteritis (Severe),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,இரைப்பை குடல் அழற்சி நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Hypoglycemia (Severe),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,இரத்தச் சர்க்கரைக் குறைவு நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Dimorphic hemmorhoids(piles) (Mild),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,Dimorphic hemmorhoids நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Impetigo (Mild),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,இம்பெடிகோ நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Anemia (Severe),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,இரத்த சோகை நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Bronchial Asthma (Acute),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,மூச்சுக்குழாய் ஆஸ்துமா நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Diphtheria (Severe),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,டிப்தீரியா நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
GERD (Chronic),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,GERD நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Allergy (Severe),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,ஒவ்வாமை நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Dimorphic hemmorhoids(piles) (Severe),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,Dimorphic hemmorhoids நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
(vertigo) Paroymsal  Positional Vertigo (Stage 1),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Rubella (Severe),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,ரூபெல்லா நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Kidney Stones (Mild),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,சிறுநீரக கற்கள் நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Glaucoma (Acute),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,கிளௌகோமா நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Pancreatitis (Severe),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,கணைய அழற்சி நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Hyperthyroidism (Mild),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,ஹைப்பர் தைராய்டிசம் நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Rabies (Acute),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,ரேபிஸ் நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Impetigo (Chronic),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,இம்பெடிகோ நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Zika Virus (Chronic),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,ஜிகா வைரஸ் நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Hypertension (High BP) (Severe),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,உயர் இரத்த அழுத்த நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Food Poisoning (Mild),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,உணவு நச்சு நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Hypothyroidism (Chronic),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,ஹைப்போ தைராய்டிசம் நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Gout,நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,கீல்வாத நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Hepatitis E (Mild),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,ஹெபடைடிஸ் ஈ நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Heart attack (Mild),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,மாரடைப்பு நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Tetanus (Severe),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,டெட்டனஸ் நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Hypoglycemia (Mild),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,இரத்தச் சர்க்கரைக் குறைவு நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Pancreatitis,நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,கணைய அழற்சி நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Hypertension  (Severe),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,உயர் இரத்த அழுத்த நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Urinary Tract Infection (UTI) (Mild),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,சிறுநீர் பாதை தொற்று நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Scabies (Severe),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,ஸ்கேபீஸ் நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Food Poisoning (Chronic),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,உணவு நச்சு நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Kidney Stones (Acute),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,சிறுநீரக கற்கள் நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Alcoholic hepatitis (Stage 1),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,ஆல்கஹால் ஹெபடைடிஸ் நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
COVID-19 (Stage 1),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,கோவிட்-19 நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Pneumonia (Mild),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,நிமோனியா நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Pancreatitis (Chronic),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,கணைய அழற்சி நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
AIDS (Stage 1),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,எய்ட்ஸ் நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Mumps (Mild),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,Mumps நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Stroke,நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,ஸ்ட்ரோக் நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Ebola (Chronic),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,எபோலா நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Jaundice (Stage 1),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,மஞ்சள் காமாலை நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Dengue (Acute),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,டெங்கு நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
(vertigo) Paroymsal  Positional Vertigo (Mild),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Glaucoma (Chronic),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,கிளௌகோமா நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Osteoarthristis (Stage 1),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,கீல்வாதம் நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Arthritis (Chronic),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,மூட்டுவலி நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Kidney Stones (Stage 1),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,சிறுநீரக கற்கள் நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Hypertension (High BP) (Mild),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,உயர் இரத்த அழுத்த நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Hypertension (High BP) (Chronic),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,உயர் இரத்த அழுத்த நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Liver Cirrhosis (Acute),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,கல்லீரல் சிரோசிஸ் நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Stroke (Chronic),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,ஸ்ட்ரோக் நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Diphtheria (Mild),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,டிப்தீரியா நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Conjunctivitis (Pink Eye) (Stage 1),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,கான்ஜுன்க்டிவிடிஸ் நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Hepatitis E (Severe),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,ஹெபடைடிஸ் ஈ நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Hepatitis E (Acute),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,ஹெபடைடிஸ் ஈ நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Malaria (Chronic),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,மலேரியா நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Tetanus (Acute),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,டெட்டனஸ் நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Pancreatitis (Stage 1),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,கணைய அழற்சி நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Glaucoma (Stage 1),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,கிளௌகோமா நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Anxiety Disorder,நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,கவலைக் கோளாறு நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Cholera (Stage 1),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,காலரா நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Insomnia,நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,இன்சோம்னியா நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
(vertigo) Paroymsal  Positional Vertigo (Chronic),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Rubella,நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,ரூபெல்லா நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Tuberculosis (Chronic),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,காசநோய் நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Melanoma (Severe),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,மெலனோமா நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Peptic ulcer diseae (Acute),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,பெப்டிக் அல்சர் நோய் நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Lyme Disease,நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,லைம் நோய் நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Hypothyroidism (Severe),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,ஹைப்போ தைராய்டிசம் நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Ebola (Acute),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,எபோலா நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Hernia (Acute),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,ஹெர்னியா நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Food Poisoning,நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,உணவு நச்சு நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Malaria (Stage 1),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,மலேரியா நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Stroke (Stage 1),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,ஸ்ட்ரோக் நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Migraine (Chronic),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,ஒற்றைத் தலைவலி நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Measles (Severe),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,தட்டம்மை நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Drug Reaction (Severe),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,மருந்து எதிர்வினை நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
GERD (Severe),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,GERD நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Hernia (Mild),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,ஹெர்னியா நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Osteoarthristis (Severe),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,கீல்வாதம் நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Allergy (Acute),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,ஒவ்வாமை நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Whooping Cough (Stage 1),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,வூப்பிங் இருமல் நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Scabies (Acute),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,ஸ்கேபீஸ் நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Osteoporosis (Acute),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,ஆஸ்டியோபோரோசிஸ் நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Tuberculosis (Stage 1),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,காசநோய் நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Cataracts (Acute),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,கண்புரை நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Dimorphic hemmorhoids(piles) (Stage 1),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,Dimorphic hemmorhoids நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Rabies (Chronic),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,ரேபிஸ் நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Hepatitis B (Chronic),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,ஹெபடைடிஸ் பி நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Conjunctivitis (Pink Eye) (Acute),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,கான்ஜுன்க்டிவிடிஸ் நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Influenza,நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,இன்ஃப்ளூயன்ஸா நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Appendicitis (Severe),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,குடல் அழற்சி நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Hepatitis D (Mild),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,ஹெபடைடிஸ் டி நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Depression (Chronic),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,மனச்சோர்வு நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Acne (Acute),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,முகப்பரு நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Gallstones (Mild),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,பித்தப்பைக் கற்கள் நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Rabies (Severe),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,ரேபிஸ் நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Diphtheria (Acute),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,டிப்தீரியா நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Melanoma (Acute),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,மெலனோமா நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Gout (Chronic),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,கீல்வாத நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Hypertension (Mild),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,உயர் இரத்த அழுத்த நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
Dimorphic hemmorhoids(piles) (Chronic),நிபுணர் ஆலோசனை,உயிர்களை கண்காணிக்க,Dimorphic hemmorhoids நெறிமுறைகளைப் பின்பற்றவும்,ஓய்வு
