Drug Reaction,stop irritation,consult nearest hospital,stop taking drug,follow up
Rosacea (Severe),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,Rosacea ପ୍ରୋଟୋକଲଗୁଡିକ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
AIDS (Chronic),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ଏଡସ୍ ପ୍ରୋଟୋକଲ୍ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Cervical spondylosis (Stage 1),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ସର୍ଭିକାଲ୍ ସ୍ପଣ୍ଡିଲୋସିସ୍ ପ୍ରୋଟୋକଲ୍ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Anxiety Disorder (Mild),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ଚିନ୍ତା ବ୍ୟାଘାତ ପ୍ରୋଟୋକଲଗୁଡିକ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Chicken pox (Severe),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ଚିକେନ୍ ପକ୍ସ ପ୍ରୋଟୋକଲ୍ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Psoriasis (Acute),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ସୋରିୟାସିସ୍ ପ୍ରୋଟୋକଲ୍ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
COVID-19 (Chronic),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,COVID-19 ପ୍ରୋଟୋକଲଗୁଡିକ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Peptic ulcer diseae (Mild),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ପେପ୍ଟିକ୍ ଅଲସର୍ ଡିସାଇ ପ୍ରୋଟୋକଲ୍ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Acne (Chronic),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ବ୍ରଣ ପ୍ରୋଟୋକଲଗୁଡିକ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Drug Reaction (Stage 1),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ଡ୍ରଗ୍ ପ୍ରତିକ୍ରିୟା ପ୍ରୋଟୋକଲ୍ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Otitis Media (Ear Infection),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,Otitis ମିଡିଆ ପ୍ରୋଟୋକଲଗୁଡିକ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Ebola (Severe),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ଇବୋଲା ପ୍ରୋଟୋକଲଗୁଡିକ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Mumps (Severe),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ମମ୍ପସ୍ ପ୍ରୋଟୋକଲ୍ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Hypertension  (Acute),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ଉଚ୍ଚ ରକ୍ତଚାପ ପ୍ରୋଟୋକଲଗୁଡିକ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Gastroenteritis (Acute),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ଗ୍ୟାଷ୍ଟ୍ରୋଏଣ୍ଟେରାଇଟିସ୍ ପ୍ରୋଟୋକଲ୍ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Hypertension (High BP) (Stage 1),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ଉଚ୍ଚ ରକ୍ତଚାପ ପ୍ରୋଟୋକଲଗୁଡିକ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Bronchial Asthma (Chronic),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ବ୍ରୋଙ୍କିଆଲ୍ ଆଜମା ପ୍ରୋଟୋକଲ୍ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Influenza (Acute),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ଇନ୍‌ଫ୍ଲୁଏଞ୍ଜା ପ୍ରୋଟୋକଲଗୁଡିକ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Gout (Stage 1),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,Gout ପ୍ରୋଟୋକଲଗୁଡିକ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Bronchitis,ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ବ୍ରୋଙ୍କାଇଟିସ୍ ପ୍ରୋଟୋକଲ୍ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Fibromyalgia (Chronic),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ଫାଇବ୍ରୋମିଆଲଜିଆ ପ୍ରୋଟୋକଲଗୁଡିକ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
COVID-19 (Severe),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,COVID-19 ପ୍ରୋଟୋକଲଗୁଡିକ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Peptic ulcer diseae (Stage 1),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ପେପ୍ଟିକ୍ ଅଲସର୍ ଡିସାଇ ପ୍ରୋଟୋକଲ୍ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Liver Cirrhosis,ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ଯକୃତ ସିରୋସିସ୍ ପ୍ରୋଟୋକଲ୍ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Cervical spondylosis (Acute),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ସର୍ଭିକାଲ୍ ସ୍ପଣ୍ଡିଲୋସିସ୍ ପ୍ରୋଟୋକଲ୍ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Osteoporosis (Mild),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ଅଷ୍ଟିଓପୋରୋସିସ୍ ପ୍ରୋଟୋକଲ୍ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Dimorphic hemmorhoids(piles) (Acute),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ଡିମୋରଫିକ୍ ହେମୋରୋଏଡ୍ ପ୍ରୋଟୋକଲ୍ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Acne (Stage 1),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ବ୍ରଣ ପ୍ରୋଟୋକଲଗୁଡିକ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Food Poisoning (Acute),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ଖାଦ୍ୟ ବିଷାକ୍ତ ପ୍ରୋଟୋକଲଗୁଡିକ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Appendicitis,ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ଆପେଣ୍ଡିକାଇଟିସ୍ ପ୍ରୋଟୋକଲ୍ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Tuberculosis (Mild),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ଯକ୍ଷ୍ମା ପ୍ରୋଟୋକଲଗୁଡିକ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Heart attack (Acute),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ହାର୍ଟ ଆଟାକ୍ ପ୍ରୋଟୋକଲ୍ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Cataracts (Chronic),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ମୋତିଆବିନ୍ଦୁ ପ୍ରୋଟୋକଲଗୁଡିକ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Arthritis (Severe),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ଆର୍ଥ୍ରାଇଟିସ୍ ପ୍ରୋଟୋକଲ୍ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Dimorphic hemmorhoids(piles),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ଡିମୋରଫିକ୍ ହେମୋରୋଏଡ୍ ପ୍ରୋଟୋକଲ୍ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Conjunctivitis (Pink Eye) (Chronic),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,କନଜୁଣ୍ଟିଭାଇଟିସ୍ ପ୍ରୋଟୋକଲ୍ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Cervical spondylosis (Severe),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ସର୍ଭିକାଲ୍ ସ୍ପଣ୍ଡିଲୋସିସ୍ ପ୍ରୋଟୋକଲ୍ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Scabies,ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ସ୍କାବିସ୍ ପ୍ରୋଟୋକଲ୍ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Ebola (Mild),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ଇବୋଲା ପ୍ରୋଟୋକଲଗୁଡିକ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Dengue (Stage 1),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ଡେଙ୍ଗୁ ପ୍ରୋଟୋକଲଗୁଡିକ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Hernia (Stage 1),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ହର୍ନିଆ ପ୍ରୋଟୋକଲଗୁଡିକ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Hepatitis B (Mild),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ହେପାଟାଇଟିସ୍ ବି ପ୍ରୋଟୋକଲ୍ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Acne (Mild),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ବ୍ରଣ ପ୍ରୋଟୋକଲଗୁଡିକ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Liver Cirrhosis (Chronic),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ଯକୃତ ସିରୋସିସ୍ ପ୍ରୋଟୋକଲ୍ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Melanoma,ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ମେଲାନୋମା ପ୍ରୋଟୋକଲଗୁଡିକ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
GERD (Acute),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,GERD ପ୍ରୋଟୋକଲଗୁଡିକ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Anemia (Chronic),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ରକ୍ତହୀନତା ପ୍ରୋଟୋକଲଗୁଡିକ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Migraine (Acute),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ମାଇଗ୍ରେନ୍ ପ୍ରୋଟୋକଲ୍ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Chronic cholestasis (Mild),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,କ୍ରନିକ୍ କୋଲେଷ୍ଟାସିସ୍ ପ୍ରୋଟୋକଲ୍ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Paralysis (brain hemorrhage) (Acute),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ପାରାଲିସିସ୍ ପ୍ରୋଟୋକଲ୍ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Alcoholic hepatitis (Acute),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ମଦ୍ୟପାନ ହେପାଟାଇଟିସ୍ ପ୍ରୋଟୋକଲ୍ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Gallstones (Severe),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ଗାଲଷ୍ଟୋନ୍ ପ୍ରୋଟୋକଲ୍ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Scabies (Mild),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ସ୍କାବିସ୍ ପ୍ରୋଟୋକଲ୍ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Malaria (Severe),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ମ୍ୟାଲେରିଆ ପ୍ରୋଟୋକଲଗୁଡିକ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Cholera (Acute),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,କଲେରା ପ୍ରୋଟୋକଲଗୁଡିକ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Impetigo (Stage 1),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ଇମ୍ପେଟିଗୋ ପ୍ରୋଟୋକଲଗୁଡିକ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Hyperthyroidism (Severe),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ହାଇପରଥାଇରଏଡିଜିମ୍ ପ୍ରୋଟୋକଲ୍ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Scabies (Stage 1),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ସ୍କାବିସ୍ ପ୍ରୋଟୋକଲ୍ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Viral Fever (Chronic),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ଭାଇରାଲ୍ ଜ୍ୱର ପ୍ରୋଟୋକଲ୍ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Food Poisoning (Severe),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ଖାଦ୍ୟ ବିଷାକ୍ତ ପ୍ରୋଟୋକଲଗୁଡିକ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Tonsillitis,ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ଟନ୍ସିଲାଇଟିସ୍ ପ୍ରୋଟୋକଲ୍ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Diabetes  (Acute),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ଡାଇବେଟିସ୍ ପ୍ରୋଟୋକଲ୍ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Appendicitis (Mild),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ଆପେଣ୍ଡିକାଇଟିସ୍ ପ୍ରୋଟୋକଲ୍ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Pneumonia (Stage 1),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ନିମୋନିଆ ପ୍ରୋଟୋକଲଗୁଡିକ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Common Cold (Acute),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ସାଧାରଣ କୋଲ୍ଡ ପ୍ରୋଟୋକଲଗୁଡିକ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Bronchial Asthma (Mild),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ବ୍ରୋଙ୍କିଆଲ୍ ଆଜମା ପ୍ରୋଟୋକଲ୍ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Urinary tract infection (Stage 1),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ମୂତ୍ରନଳୀ ସଂକ୍ରମଣ ପ୍ରୋଟୋକଲଗୁଡିକ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Malaria (Mild),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ମ୍ୟାଲେରିଆ ପ୍ରୋଟୋକଲଗୁଡିକ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Viral Fever (Severe),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ଭାଇରାଲ୍ ଜ୍ୱର ପ୍ରୋଟୋକଲ୍ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Scabies (Chronic),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ସ୍କାବିସ୍ ପ୍ରୋଟୋକଲ୍ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Diphtheria (Chronic),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ଡିଫଥେରିଆ ପ୍ରୋଟୋକଲଗୁଡିକ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Hepatitis C (Chronic),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ହେପାଟାଇଟିସ୍ ସି ପ୍ରୋଟୋକଲ୍ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Jaundice (Acute),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ଜଣ୍ଡିସ୍ ପ୍ରୋଟୋକଲ୍ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
Cataracts (Stage 1),ବିଶେଷଜ୍ଞଙ୍କ ସହିତ ପରାମର୍ଶ କରନ୍ତୁ |,ଭିଟାଲ୍ ଉପରେ ନଜର ରଖନ୍ତୁ |,ମୋତିଆବିନ୍ଦୁ ପ୍ରୋଟୋକଲଗୁଡିକ ଅନୁସରଣ କରନ୍ତୁ |,ବିଶ୍ରାମ
