Drug Reaction,stop irritation,consult nearest hospital,stop taking drug,follow up
Anemia (Chronic),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,एनीमिया प्रोटोकॉल का पालन करें,आराम
Migraine (Acute),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,माइग्रेन प्रोटोकॉल का पालन करें,आराम
Chronic cholestasis (Mild),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,क्रोनिक कोलेस्टेसिस प्रोटोकॉल का पालन करें,आराम
Paralysis (brain hemorrhage) (Acute),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,पक्षाघात प्रोटोकॉल का पालन करें,आराम
Alcoholic hepatitis (Acute),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,अल्कोहलिक हेपेटाइटिस प्रोटोकॉल का पालन करें,आराम
Gallstones (Severe),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,गैल्स्टोन प्रोटोकॉल का पालन करें,आराम
Scabies (Mild),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,स्केबीज़ प्रोटोकॉल का पालन करें,आराम
Malaria (Severe),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,मलेरिया प्रोटोकॉल का पालन करें,आराम
Cholera (Acute),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,हैजा प्रोटोकॉल का पालन करें,आराम
Impetigo (Stage 1),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,इम्पेटिगो प्रोटोकॉल का पालन करें,आराम
Hyperthyroidism (Severe),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,हाइपरथायरायडिज्म प्रोटोकॉल का पालन करें,आराम
Scabies (Stage 1),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,स्केबीज़ प्रोटोकॉल का पालन करें,आराम
Viral Fever (Chronic),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,वायरल फीवर प्रोटोकॉल का पालन करें,आराम
Food Poisoning (Severe),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,खाद्य विषाक्तता प्रोटोकॉल का पालन करें,आराम
Tonsillitis,विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,टॉन्सिलिटिस प्रोटोकॉल का पालन करें,आराम
Diabetes  (Acute),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,मधुमेह प्रोटोकॉल का पालन करें,आराम
Appendicitis (Mild),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,अपेंडिसाइटिस प्रोटोकॉल का पालन करें,आराम
Pneumonia (Stage 1),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,निमोनिया प्रोटोकॉल का पालन करें,आराम
Common Cold (Acute),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,सामान्य शीत प्रोटोकॉल का पालन करें,आराम
Bronchial Asthma (Mild),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,ब्रोन्कियल अस्थमा प्रोटोकॉल का पालन करें,आराम
Urinary tract infection (Stage 1),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,मूत्र पथ संक्रमण प्रोटोकॉल का पालन करें,आराम
Malaria (Mild),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,मलेरिया प्रोटोकॉल का पालन करें,आराम
Viral Fever (Severe),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,वायरल फीवर प्रोटोकॉल का पालन करें,आराम
Scabies (Chronic),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,स्केबीज़ प्रोटोकॉल का पालन करें,आराम
Diphtheria (Chronic),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,डिप्थीरिया प्रोटोकॉल का पालन करें,आराम
Hepatitis C (Chronic),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,हेपेटाइटिस सी प्रोटोकॉल का पालन करें,आराम
Jaundice (Acute),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,पीलिया प्रोटोकॉल का पालन करें,आराम
Cataracts (Stage 1),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,मोतियाबिंद प्रोटोकॉल का पालन करें,आराम
GERD (Stage 1),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,जीईआरडी प्रोटोकॉल का पालन करें,आराम
Anemia (Mild),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,एनीमिया प्रोटोकॉल का पालन करें,आराम
Viral Fever,विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,वायरल फीवर प्रोटोकॉल का पालन करें,आराम
Mumps (Acute),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,मम्प्स प्रोटोकॉल का पालन करें,आराम
Rubella (Chronic),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,रूबेला प्रोटोकॉल का पालन करें,आराम
AIDS (Acute),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,एड्स प्रोटोकॉल का पालन करें,आराम
Arthritis (Stage 1),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,गठिया प्रोटोकॉल का पालन करें,आराम
Paralysis (brain hemorrhage) (Mild),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,पक्षाघात प्रोटोकॉल का पालन करें,आराम
Influenza (Mild),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,इन्फ्लुएंजा प्रोटोकॉल का पालन करें,आराम
Paralysis (brain hemorrhage) (Stage 1),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,पक्षाघात प्रोटोकॉल का पालन करें,आराम
Urinary Tract Infection (UTI) (Acute),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,मूत्र पथ संक्रमण प्रोटोकॉल का पालन करें,आराम
Hypertension (Stage 1),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,उच्च रक्तचाप प्रोटोकॉल का पालन करें,आराम
Urinary Tract Infection (UTI),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,मूत्र पथ संक्रमण प्रोटोकॉल का पालन करें,आराम
Hepatitis C (Stage 1),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,हेपेटाइटिस सी प्रोटोकॉल का पालन करें,आराम
Urinary Tract Infection (UTI) (Severe),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,मूत्र पथ संक्रमण प्रोटोकॉल का पालन करें,आराम
Liver Cirrhosis (Mild),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,लिवर सिरोसिस प्रोटोकॉल का पालन करें,आराम
Gallstones (Stage 1),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,गैल्स्टोन प्रोटोकॉल का पालन करें,आराम
Glaucoma (Mild),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,ग्लूकोमा प्रोटोकॉल का पालन करें,आराम
Rubella (Mild),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,रूबेला प्रोटोकॉल का पालन करें,आराम
Viral Fever (Mild),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,वायरल फीवर प्रोटोकॉल का पालन करें,आराम
Paralysis (brain hemorrhage) (Chronic),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,पक्षाघात प्रोटोकॉल का पालन करें,आराम
Zika Virus (Stage 1),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,जीका वायरस प्रोटोकॉल का पालन करें,आराम
Common Cold (Stage 1),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,सामान्य शीत प्रोटोकॉल का पालन करें,आराम
Urinary tract infection (Chronic),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,मूत्र पथ संक्रमण प्रोटोकॉल का पालन करें,आराम
Cataracts (Mild),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,मोतियाबिंद प्रोटोकॉल का पालन करें,आराम
Cholera (Severe),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,हैजा प्रोटोकॉल का पालन करें,आराम
Hypothyroidism (Mild),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,हाइपोथायरायडिज्म प्रोटोकॉल का पालन करें,आराम
Cataracts,विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,मोतियाबिंद प्रोटोकॉल का पालन करें,आराम
Appendicitis (Stage 1),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,अपेंडिसाइटिस प्रोटोकॉल का पालन करें,आराम
Chronic cholestasis (Acute),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,क्रोनिक कोलेस्टेसिस प्रोटोकॉल का पालन करें,आराम
Appendicitis (Chronic),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,अपेंडिसाइटिस प्रोटोकॉल का पालन करें,आराम
Ringworm (Mild),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,दाद प्रोटोकॉल का पालन करें,आराम
Hypoglycemia (Stage 1),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,हाइपोग्लाइसीमिया प्रोटोकॉल का पालन करें,आराम
Migraine (Stage 1),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,माइग्रेन प्रोटोकॉल का पालन करें,आराम
Chicken pox (Stage 1),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,चिकन पॉक्स प्रोटोकॉल का पालन करें,आराम
hepatitis A (Mild),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,हेपेटाइटिस ए प्रोटोकॉल का पालन करें,आराम
Tetanus (Chronic),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,टेटनस प्रोटोकॉल का पालन करें,आराम
Viral Fever (Acute),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,वायरल फीवर प्रोटोकॉल का पालन करें,आराम
Mumps,विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,मम्प्स प्रोटोकॉल का पालन करें,आराम
Hypothyroidism (Stage 1),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,हाइपोथायरायडिज्म प्रोटोकॉल का पालन करें,आराम
Conjunctivitis (Pink Eye),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,कंजंक्टिवाइटिस प्रोटोकॉल का पालन करें,आराम
Diphtheria (Stage 1),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,डिप्थीरिया प्रोटोकॉल का पालन करें,आराम
Typhoid (Mild),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,टाइफाइड प्रोटोकॉल का पालन करें,आराम
Alcoholic hepatitis (Severe),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,अल्कोहलिक हेपेटाइटिस प्रोटोकॉल का पालन करें,आराम
(vertigo) Paroymsal  Positional Vertigo (Severe),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,प्रोटोकॉल का पालन करें,आराम
Influenza (Stage 1),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,इन्फ्लुएंजा प्रोटोकॉल का पालन करें,आराम
Insomnia (Severe),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,अनिद्रा प्रोटोकॉल का पालन करें,आराम
Hypertension  (Chronic),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,उच्च रक्तचाप प्रोटोकॉल का पालन करें,आराम
Insomnia (Stage 1),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,अनिद्रा प्रोटोकॉल का पालन करें,आराम
Tetanus (Stage 1),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,टेटनस प्रोटोकॉल का पालन करें,आराम
Bronchitis (Acute),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,ब्रोंकाइटिस प्रोटोकॉल का पालन करें,आराम
Zika Virus (Mild),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,जीका वायरस प्रोटोकॉल का पालन करें,आराम
Psoriasis (Stage 1),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,सोरायसिस प्रोटोकॉल का पालन करें,आराम
Ebola,विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,इबोला प्रोटोकॉल का पालन करें,आराम
Tonsillitis (Acute),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,टॉन्सिलिटिस प्रोटोकॉल का पालन करें,आराम
Gastroenteritis (Severe),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,गैस्ट्रोएंटेराइटिस प्रोटोकॉल का पालन करें,आराम
Hypoglycemia (Severe),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,हाइपोग्लाइसीमिया प्रोटोकॉल का पालन करें,आराम
Dimorphic hemmorhoids(piles) (Mild),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,डिमॉर्फिक बवासीर प्रोटोकॉल का पालन करें,आराम
Impetigo (Mild),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,इम्पेटिगो प्रोटोकॉल का पालन करें,आराम
Anemia (Severe),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,एनीमिया प्रोटोकॉल का पालन करें,आराम
Bronchial Asthma (Acute),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,ब्रोन्कियल अस्थमा प्रोटोकॉल का पालन करें,आराम
Diphtheria (Severe),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,डिप्थीरिया प्रोटोकॉल का पालन करें,आराम
GERD (Chronic),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,जीईआरडी प्रोटोकॉल का पालन करें,आराम
Allergy (Severe),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,एलर्जी प्रोटोकॉल का पालन करें,आराम
Dimorphic hemmorhoids(piles) (Severe),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,डिमॉर्फिक बवासीर प्रोटोकॉल का पालन करें,आराम
(vertigo) Paroymsal  Positional Vertigo (Stage 1),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,प्रोटोकॉल का पालन करें,आराम
Rubella (Severe),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,रूबेला प्रोटोकॉल का पालन करें,आराम
Kidney Stones (Mild),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,किडनी स्टोन्स प्रोटोकॉल का पालन करें,आराम
Glaucoma (Acute),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,ग्लूकोमा प्रोटोकॉल का पालन करें,आराम
Pancreatitis (Severe),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,अग्नाशयशोथ प्रोटोकॉल का पालन करें,आराम
Hyperthyroidism (Mild),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,हाइपरथायरायडिज्म प्रोटोकॉल का पालन करें,आराम
Rabies (Acute),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,रेबीज प्रोटोकॉल का पालन करें,आराम
Impetigo (Chronic),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,इम्पेटिगो प्रोटोकॉल का पालन करें,आराम
Zika Virus (Chronic),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,जीका वायरस प्रोटोकॉल का पालन करें,आराम
Hypertension (High BP) (Severe),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,उच्च रक्तचाप प्रोटोकॉल का पालन करें,आराम
Food Poisoning (Mild),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,खाद्य विषाक्तता प्रोटोकॉल का पालन करें,आराम
Hypothyroidism (Chronic),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,हाइपोथायरायडिज्म प्रोटोकॉल का पालन करें,आराम
Gout,विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,गाउट प्रोटोकॉल का पालन करें,आराम
Hepatitis E (Mild),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,हेपेटाइटिस ई प्रोटोकॉल का पालन करें,आराम
Heart attack (Mild),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,हार्ट अटैक प्रोटोकॉल का पालन करें,आराम
Tetanus (Severe),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,टेटनस प्रोटोकॉल का पालन करें,आराम
Hypoglycemia (Mild),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,हाइपोग्लाइसीमिया प्रोटोकॉल का पालन करें,आराम
Pancreatitis,विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,अग्नाशयशोथ प्रोटोकॉल का पालन करें,आराम
Hypertension  (Severe),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,उच्च रक्तचाप प्रोटोकॉल का पालन करें,आराम
Urinary Tract Infection (UTI) (Mild),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,मूत्र पथ संक्रमण प्रोटोकॉल का पालन करें,आराम
Scabies (Severe),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,स्केबीज़ प्रोटोकॉल का पालन करें,आराम
Food Poisoning (Chronic),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,खाद्य विषाक्तता प्रोटोकॉल का पालन करें,आराम
Kidney Stones (Acute),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,किडनी स्टोन्स प्रोटोकॉल का पालन करें,आराम
Alcoholic hepatitis (Stage 1),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,अल्कोहलिक हेपेटाइटिस प्रोटोकॉल का पालन करें,आराम
COVID-19 (Stage 1),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,COVID-19 प्रोटोकॉल का पालन करें,आराम
Pneumonia (Mild),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,निमोनिया प्रोटोकॉल का पालन करें,आराम
Pancreatitis (Chronic),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,अग्नाशयशोथ प्रोटोकॉल का पालन करें,आराम
AIDS (Stage 1),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,एड्स प्रोटोकॉल का पालन करें,आराम
Mumps (Mild),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,मम्प्स प्रोटोकॉल का पालन करें,आराम
Stroke,विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,स्ट्रोक प्रोटोकॉल का पालन करें,आराम
Ebola (Chronic),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,इबोला प्रोटोकॉल का पालन करें,आराम
Jaundice (Stage 1),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,पीलिया प्रोटोकॉल का पालन करें,आराम
Dengue (Acute),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,डेंगू प्रोटोकॉल का पालन करें,आराम
(vertigo) Paroymsal  Positional Vertigo (Mild),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,प्रोटोकॉल का पालन करें,आराम
Glaucoma (Chronic),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,ग्लूकोमा प्रोटोकॉल का पालन करें,आराम
Osteoarthristis (Stage 1),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,ऑस्टियोआर्थराइटिस प्रोटोकॉल का पालन करें,आराम
Arthritis (Chronic),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,गठिया प्रोटोकॉल का पालन करें,आराम
Kidney Stones (Stage 1),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,किडनी स्टोन्स प्रोटोकॉल का पालन करें,आराम
Hypertension (High BP) (Mild),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,उच्च रक्तचाप प्रोटोकॉल का पालन करें,आराम
Hypertension (High BP) (Chronic),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,उच्च रक्तचाप प्रोटोकॉल का पालन करें,आराम
Liver Cirrhosis (Acute),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,लिवर सिरोसिस प्रोटोकॉल का पालन करें,आराम
Stroke (Chronic),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,स्ट्रोक प्रोटोकॉल का पालन करें,आराम
Diphtheria (Mild),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,डिप्थीरिया प्रोटोकॉल का पालन करें,आराम
Conjunctivitis (Pink Eye) (Stage 1),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,कंजंक्टिवाइटिस प्रोटोकॉल का पालन करें,आराम
Hepatitis E (Severe),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,हेपेटाइटिस ई प्रोटोकॉल का पालन करें,आराम
Hepatitis E (Acute),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,हेपेटाइटिस ई प्रोटोकॉल का पालन करें,आराम
Malaria (Chronic),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,मलेरिया प्रोटोकॉल का पालन करें,आराम
Tetanus (Acute),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,टेटनस प्रोटोकॉल का पालन करें,आराम
Pancreatitis (Stage 1),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,अग्नाशयशोथ प्रोटोकॉल का पालन करें,आराम
Glaucoma (Stage 1),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,ग्लूकोमा प्रोटोकॉल का पालन करें,आराम
Anxiety Disorder,विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,चिंता विकार प्रोटोकॉल का पालन करें,आराम
Cholera (Stage 1),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,हैजा प्रोटोकॉल का पालन करें,आराम
Insomnia,विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,अनिद्रा प्रोटोकॉल का पालन करें,आराम
(vertigo) Paroymsal  Positional Vertigo (Chronic),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,प्रोटोकॉल का पालन करें,आराम
Rubella,विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,रूबेला प्रोटोकॉल का पालन करें,आराम
Tuberculosis (Chronic),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,क्षय रोग प्रोटोकॉल का पालन करें,आराम
Melanoma (Severe),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,मेलेनोमा प्रोटोकॉल का पालन करें,आराम
Peptic ulcer diseae (Acute),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,पेप्टिक अल्सर रोग प्रोटोकॉल का पालन करें,आराम
Lyme Disease,विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,लाइम रोग प्रोटोकॉल का पालन करें,आराम
Hypothyroidism (Severe),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,हाइपोथायरायडिज्म प्रोटोकॉल का पालन करें,आराम
Ebola (Acute),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,इबोला प्रोटोकॉल का पालन करें,आराम
Hernia (Acute),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,हर्निया प्रोटोकॉल का पालन करें,आराम
Food Poisoning,विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,खाद्य विषाक्तता प्रोटोकॉल का पालन करें,आराम
Malaria (Stage 1),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,मलेरिया प्रोटोकॉल का पालन करें,आराम
Stroke (Stage 1),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,स्ट्रोक प्रोटोकॉल का पालन करें,आराम
Migraine (Chronic),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,माइग्रेन प्रोटोकॉल का पालन करें,आराम
Measles (Severe),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,खसरा प्रोटोकॉल का पालन करें,आराम
Drug Reaction (Severe),विशेषज्ञ से परामर्श लें,महत्वपूर्ण चीज़ों की निगरानी करें,ड्रग रिएक्शन प्रोटोकॉल का पालन करें,आराम
