Drug Reaction,stop irritation,consult nearest hospital,stop taking drug,follow up
Heart attack (Acute),consult specialist,monitor vitals,follow Heart attack protocols,rest
Cataracts (Chronic),consult specialist,monitor vitals,follow Cataracts protocols,rest
Arthritis (Severe),consult specialist,monitor vitals,follow Arthritis protocols,rest
Dimorphic hemmorhoids(piles),consult specialist,monitor vitals,follow Dimorphic hemmorhoids protocols,rest
Conjunctivitis (Pink Eye) (Chronic),consult specialist,monitor vitals,follow Conjunctivitis protocols,rest
Cervical spondylosis (Severe),consult specialist,monitor vitals,follow Cervical spondylosis protocols,rest
Scabies,consult specialist,monitor vitals,follow Scabies protocols,rest
Ebola (Mild),consult specialist,monitor vitals,follow Ebola protocols,rest
Dengue (Stage 1),consult specialist,monitor vitals,follow Dengue protocols,rest
Hernia (Stage 1),consult specialist,monitor vitals,follow Hernia protocols,rest
Hepatitis B (Mild),consult specialist,monitor vitals,follow Hepatitis B protocols,rest
Acne (Mild),consult specialist,monitor vitals,follow Acne protocols,rest
Liver Cirrhosis (Chronic),consult specialist,monitor vitals,follow Liver Cirrhosis protocols,rest
Melanoma,consult specialist,monitor vitals,follow Melanoma protocols,rest
GERD (Acute),consult specialist,monitor vitals,follow GERD protocols,rest
Anemia (Chronic),consult specialist,monitor vitals,follow Anemia protocols,rest
Migraine (Acute),consult specialist,monitor vitals,follow Migraine protocols,rest
Chronic cholestasis (Mild),consult specialist,monitor vitals,follow Chronic cholestasis protocols,rest
Paralysis (brain hemorrhage) (Acute),consult specialist,monitor vitals,follow Paralysis protocols,rest
Alcoholic hepatitis (Acute),consult specialist,monitor vitals,follow Alcoholic hepatitis protocols,rest
Gallstones (Severe),consult specialist,monitor vitals,follow Gallstones protocols,rest
Scabies (Mild),consult specialist,monitor vitals,follow Scabies protocols,rest
Malaria (Severe),consult specialist,monitor vitals,follow Malaria protocols,rest
Cholera (Acute),consult specialist,monitor vitals,follow Cholera protocols,rest
Impetigo (Stage 1),consult specialist,monitor vitals,follow Impetigo protocols,rest
Hyperthyroidism (Severe),consult specialist,monitor vitals,follow Hyperthyroidism protocols,rest
Scabies (Stage 1),consult specialist,monitor vitals,follow Scabies protocols,rest
Viral Fever (Chronic),consult specialist,monitor vitals,follow Viral Fever protocols,rest
Food Poisoning (Severe),consult specialist,monitor vitals,follow Food Poisoning protocols,rest
Tonsillitis,consult specialist,monitor vitals,follow Tonsillitis protocols,rest
Diabetes  (Acute),consult specialist,monitor vitals,follow Diabetes protocols,rest
Appendicitis (Mild),consult specialist,monitor vitals,follow Appendicitis protocols,rest
Pneumonia (Stage 1),consult specialist,monitor vitals,follow Pneumonia protocols,rest
Common Cold (Acute),consult specialist,monitor vitals,follow Common Cold protocols,rest
Bronchial Asthma (Mild),consult specialist,monitor vitals,follow Bronchial Asthma protocols,rest
Urinary tract infection (Stage 1),consult specialist,monitor vitals,follow Urinary tract infection protocols,rest
Malaria (Mild),consult specialist,monitor vitals,follow Malaria protocols,rest
Viral Fever (Severe),consult specialist,monitor vitals,follow Viral Fever protocols,rest
Scabies (Chronic),consult specialist,monitor vitals,follow Scabies protocols,rest
Diphtheria (Chronic),consult specialist,monitor vitals,follow Diphtheria protocols,rest
Hepatitis C (Chronic),consult specialist,monitor vitals,follow Hepatitis C protocols,rest
Jaundice (Acute),consult specialist,monitor vitals,follow Jaundice protocols,rest
Cataracts (Stage 1),consult specialist,monitor vitals,follow Cataracts protocols,rest
GERD (Stage 1),consult specialist,monitor vitals,follow GERD protocols,rest
Anemia (Mild),consult specialist,monitor vitals,follow Anemia protocols,rest
Viral Fever,consult specialist,monitor vitals,follow Viral Fever protocols,rest
Mumps (Acute),consult specialist,monitor vitals,follow Mumps protocols,rest
Rubella (Chronic),consult specialist,monitor vitals,follow Rubella protocols,rest
AIDS (Acute),consult specialist,monitor vitals,follow AIDS protocols,rest
Arthritis (Stage 1),consult specialist,monitor vitals,follow Arthritis protocols,rest
Paralysis (brain hemorrhage) (Mild),consult specialist,monitor vitals,follow Paralysis protocols,rest
Influenza (Mild),consult specialist,monitor vitals,follow Influenza protocols,rest
Paralysis (brain hemorrhage) (Stage 1),consult specialist,monitor vitals,follow Paralysis protocols,rest
Urinary Tract Infection (UTI) (Acute),consult specialist,monitor vitals,follow Urinary Tract Infection protocols,rest
Hypertension (Stage 1),consult specialist,monitor vitals,follow Hypertension protocols,rest
Urinary Tract Infection (UTI),consult specialist,monitor vitals,follow Urinary Tract Infection protocols,rest
Hepatitis C (Stage 1),consult specialist,monitor vitals,follow Hepatitis C protocols,rest
Urinary Tract Infection (UTI) (Severe),consult specialist,monitor vitals,follow Urinary Tract Infection protocols,rest
Liver Cirrhosis (Mild),consult specialist,monitor vitals,follow Liver Cirrhosis protocols,rest
Gallstones (Stage 1),consult specialist,monitor vitals,follow Gallstones protocols,rest
Glaucoma (Mild),consult specialist,monitor vitals,follow Glaucoma protocols,rest
Rubella (Mild),consult specialist,monitor vitals,follow Rubella protocols,rest
Viral Fever (Mild),consult specialist,monitor vitals,follow Viral Fever protocols,rest
Paralysis (brain hemorrhage) (Chronic),consult specialist,monitor vitals,follow Paralysis protocols,rest
Zika Virus (Stage 1),consult specialist,monitor vitals,follow Zika Virus protocols,rest
Common Cold (Stage 1),consult specialist,monitor vitals,follow Common Cold protocols,rest
Urinary tract infection (Chronic),consult specialist,monitor vitals,follow Urinary tract infection protocols,rest
Cataracts (Mild),consult specialist,monitor vitals,follow Cataracts protocols,rest
Cholera (Severe),consult specialist,monitor vitals,follow Cholera protocols,rest
Hypothyroidism (Mild),consult specialist,monitor vitals,follow Hypothyroidism protocols,rest
Cataracts,consult specialist,monitor vitals,follow Cataracts protocols,rest
Appendicitis (Stage 1),consult specialist,monitor vitals,follow Appendicitis protocols,rest
Chronic cholestasis (Acute),consult specialist,monitor vitals,follow Chronic cholestasis protocols,rest
Appendicitis (Chronic),consult specialist,monitor vitals,follow Appendicitis protocols,rest
Ringworm (Mild),consult specialist,monitor vitals,follow Ringworm protocols,rest
Hypoglycemia (Stage 1),consult specialist,monitor vitals,follow Hypoglycemia protocols,rest
Migraine (Stage 1),consult specialist,monitor vitals,follow Migraine protocols,rest
Chicken pox (Stage 1),consult specialist,monitor vitals,follow Chicken pox protocols,rest
hepatitis A (Mild),consult specialist,monitor vitals,follow hepatitis A protocols,rest
Tetanus (Chronic),consult specialist,monitor vitals,follow Tetanus protocols,rest
Viral Fever (Acute),consult specialist,monitor vitals,follow Viral Fever protocols,rest
Mumps,consult specialist,monitor vitals,follow Mumps protocols,rest
Hypothyroidism (Stage 1),consult specialist,monitor vitals,follow Hypothyroidism protocols,rest
Conjunctivitis (Pink Eye),consult specialist,monitor vitals,follow Conjunctivitis protocols,rest
Diphtheria (Stage 1),consult specialist,monitor vitals,follow Diphtheria protocols,rest
Typhoid (Mild),consult specialist,monitor vitals,follow Typhoid protocols,rest
Alcoholic hepatitis (Severe),consult specialist,monitor vitals,follow Alcoholic hepatitis protocols,rest
(vertigo) Paroymsal  Positional Vertigo (Severe),consult specialist,monitor vitals,follow  protocols,rest
Influenza (Stage 1),consult specialist,monitor vitals,follow Influenza protocols,rest
Insomnia (Severe),consult specialist,monitor vitals,follow Insomnia protocols,rest
Hypertension  (Chronic),consult specialist,monitor vitals,follow Hypertension protocols,rest
Insomnia (Stage 1),consult specialist,monitor vitals,follow Insomnia protocols,rest
Tetanus (Stage 1),consult specialist,monitor vitals,follow Tetanus protocols,rest
Bronchitis (Acute),consult specialist,monitor vitals,follow Bronchitis protocols,rest
Zika Virus (Mild),consult specialist,monitor vitals,follow Zika Virus protocols,rest
Psoriasis (Stage 1),consult specialist,monitor vitals,follow Psoriasis protocols,rest
Ebola,consult specialist,monitor vitals,follow Ebola protocols,rest
Tonsillitis (Acute),consult specialist,monitor vitals,follow Tonsillitis protocols,rest
Gastroenteritis (Severe),consult specialist,monitor vitals,follow Gastroenteritis protocols,rest
Hypoglycemia (Severe),consult specialist,monitor vitals,follow Hypoglycemia protocols,rest
Dimorphic hemmorhoids(piles) (Mild),consult specialist,monitor vitals,follow Dimorphic hemmorhoids protocols,rest
Impetigo (Mild),consult specialist,monitor vitals,follow Impetigo protocols,rest
Anemia (Severe),consult specialist,monitor vitals,follow Anemia protocols,rest
Bronchial Asthma (Acute),consult specialist,monitor vitals,follow Bronchial Asthma protocols,rest
Diphtheria (Severe),consult specialist,monitor vitals,follow Diphtheria protocols,rest
GERD (Chronic),consult specialist,monitor vitals,follow GERD protocols,rest
Allergy (Severe),consult specialist,monitor vitals,follow Allergy protocols,rest
Dimorphic hemmorhoids(piles) (Severe),consult specialist,monitor vitals,follow Dimorphic hemmorhoids protocols,rest
(vertigo) Paroymsal  Positional Vertigo (Stage 1),consult specialist,monitor vitals,follow  protocols,rest
Rubella (Severe),consult specialist,monitor vitals,follow Rubella protocols,rest
Kidney Stones (Mild),consult specialist,monitor vitals,follow Kidney Stones protocols,rest
Glaucoma (Acute),consult specialist,monitor vitals,follow Glaucoma protocols,rest
Pancreatitis (Severe),consult specialist,monitor vitals,follow Pancreatitis protocols,rest
Hyperthyroidism (Mild),consult specialist,monitor vitals,follow Hyperthyroidism protocols,rest
Rabies (Acute),consult specialist,monitor vitals,follow Rabies protocols,rest
Impetigo (Chronic),consult specialist,monitor vitals,follow Impetigo protocols,rest
Zika Virus (Chronic),consult specialist,monitor vitals,follow Zika Virus protocols,rest
Hypertension (High BP) (Severe),consult specialist,monitor vitals,follow Hypertension protocols,rest
Food Poisoning (Mild),consult specialist,monitor vitals,follow Food Poisoning protocols,rest
Hypothyroidism (Chronic),consult specialist,monitor vitals,follow Hypothyroidism protocols,rest
Gout,consult specialist,monitor vitals,follow Gout protocols,rest
Hepatitis E (Mild),consult specialist,monitor vitals,follow Hepatitis E protocols,rest
Heart attack (Mild),consult specialist,monitor vitals,follow Heart attack protocols,rest
Tetanus (Severe),consult specialist,monitor vitals,follow Tetanus protocols,rest
Hypoglycemia (Mild),consult specialist,monitor vitals,follow Hypoglycemia protocols,rest
Pancreatitis,consult specialist,monitor vitals,follow Pancreatitis protocols,rest
Hypertension  (Severe),consult specialist,monitor vitals,follow Hypertension protocols,rest
Urinary Tract Infection (UTI) (Mild),consult specialist,monitor vitals,follow Urinary Tract Infection protocols,rest
Scabies (Severe),consult specialist,monitor vitals,follow Scabies protocols,rest
Food Poisoning (Chronic),consult specialist,monitor vitals,follow Food Poisoning protocols,rest
Kidney Stones (Acute),consult specialist,monitor vitals,follow Kidney Stones protocols,rest
Alcoholic hepatitis (Stage 1),consult specialist,monitor vitals,follow Alcoholic hepatitis protocols,rest
COVID-19 (Stage 1),consult specialist,monitor vitals,follow COVID-19 protocols,rest
Pneumonia (Mild),consult specialist,monitor vitals,follow Pneumonia protocols,rest
Pancreatitis (Chronic),consult specialist,monitor vitals,follow Pancreatitis protocols,rest
AIDS (Stage 1),consult specialist,monitor vitals,follow AIDS protocols,rest
Mumps (Mild),consult specialist,monitor vitals,follow Mumps protocols,rest
Stroke,consult specialist,monitor vitals,follow Stroke protocols,rest
Ebola (Chronic),consult specialist,monitor vitals,follow Ebola protocols,rest
Jaundice (Stage 1),consult specialist,monitor vitals,follow Jaundice protocols,rest
Dengue (Acute),consult specialist,monitor vitals,follow Dengue protocols,rest
(vertigo) Paroymsal  Positional Vertigo (Mild),consult specialist,monitor vitals,follow  protocols,rest
Glaucoma (Chronic),consult specialist,monitor vitals,follow Glaucoma protocols,rest
Osteoarthristis (Stage 1),consult specialist,monitor vitals,follow Osteoarthristis protocols,rest
Arthritis (Chronic),consult specialist,monitor vitals,follow Arthritis protocols,rest
Kidney Stones (Stage 1),consult specialist,monitor vitals,follow Kidney Stones protocols,rest
Hypertension (High BP) (Mild),consult specialist,monitor vitals,follow Hypertension protocols,rest
Hypertension (High BP) (Chronic),consult specialist,monitor vitals,follow Hypertension protocols,rest
Liver Cirrhosis (Acute),consult specialist,monitor vitals,follow Liver Cirrhosis protocols,rest
Stroke (Chronic),consult specialist,monitor vitals,follow Stroke protocols,rest
Diphtheria (Mild),consult specialist,monitor vitals,follow Diphtheria protocols,rest
Conjunctivitis (Pink Eye) (Stage 1),consult specialist,monitor vitals,follow Conjunctivitis protocols,rest
Hepatitis E (Severe),consult specialist,monitor vitals,follow Hepatitis E protocols,rest
Hepatitis E (Acute),consult specialist,monitor vitals,follow Hepatitis E protocols,rest
Malaria (Chronic),consult specialist,monitor vitals,follow Malaria protocols,rest
Tetanus (Acute),consult specialist,monitor vitals,follow Tetanus protocols,rest
Pancreatitis (Stage 1),consult specialist,monitor vitals,follow Pancreatitis protocols,rest
Glaucoma (Stage 1),consult specialist,monitor vitals,follow Glaucoma protocols,rest
Anxiety Disorder,consult specialist,monitor vitals,follow Anxiety Disorder protocols,rest
Cholera (Stage 1),consult specialist,monitor vitals,follow Cholera protocols,rest
Insomnia,consult specialist,monitor vitals,follow Insomnia protocols,rest
(vertigo) Paroymsal  Positional Vertigo (Chronic),consult specialist,monitor vitals,follow  protocols,rest
Rubella,consult specialist,monitor vitals,follow Rubella protocols,rest
Tuberculosis (Chronic),consult specialist,monitor vitals,follow Tuberculosis protocols,rest
Melanoma (Severe),consult specialist,monitor vitals,follow Melanoma protocols,rest
Peptic ulcer diseae (Acute),consult specialist,monitor vitals,follow Peptic ulcer diseae protocols,rest
Lyme Disease,consult specialist,monitor vitals,follow Lyme Disease protocols,rest
Hypothyroidism (Severe),consult specialist,monitor vitals,follow Hypothyroidism protocols,rest
Ebola (Acute),consult specialist,monitor vitals,follow Ebola protocols,rest
Hernia (Acute),consult specialist,monitor vitals,follow Hernia protocols,rest
Food Poisoning,consult specialist,monitor vitals,follow Food Poisoning protocols,rest
Malaria (Stage 1),consult specialist,monitor vitals,follow Malaria protocols,rest
Stroke (Stage 1),consult specialist,monitor vitals,follow Stroke protocols,rest
Migraine (Chronic),consult specialist,monitor vitals,follow Migraine protocols,rest
Measles (Severe),consult specialist,monitor vitals,follow Measles protocols,rest
Drug Reaction (Severe),consult specialist,monitor vitals,follow Drug Reaction protocols,rest
GERD (Severe),consult specialist,monitor vitals,follow GERD protocols,rest
Hernia (Mild),consult specialist,monitor vitals,follow Hernia protocols,rest
Osteoarthristis (Severe),consult specialist,monitor vitals,follow Osteoarthristis protocols,rest
Allergy (Acute),consult specialist,monitor vitals,follow Allergy protocols,rest
Whooping Cough (Stage 1),consult specialist,monitor vitals,follow Whooping Cough protocols,rest
Scabies (Acute),consult specialist,monitor vitals,follow Scabies protocols,rest
Osteoporosis (Acute),consult specialist,monitor vitals,follow Osteoporosis protocols,rest
Tuberculosis (Stage 1),consult specialist,monitor vitals,follow Tuberculosis protocols,rest
Cataracts (Acute),consult specialist,monitor vitals,follow Cataracts protocols,rest
Dimorphic hemmorhoids(piles) (Stage 1),consult specialist,monitor vitals,follow Dimorphic hemmorhoids protocols,rest
Rabies (Chronic),consult specialist,monitor vitals,follow Rabies protocols,rest
Hepatitis B (Chronic),consult specialist,monitor vitals,follow Hepatitis B protocols,rest
Conjunctivitis (Pink Eye) (Acute),consult specialist,monitor vitals,follow Conjunctivitis protocols,rest
Influenza,consult specialist,monitor vitals,follow Influenza protocols,rest
Appendicitis (Severe),consult specialist,monitor vitals,follow Appendicitis protocols,rest
Hepatitis D (Mild),consult specialist,monitor vitals,follow Hepatitis D protocols,rest
Depression (Chronic),consult specialist,monitor vitals,follow Depression protocols,rest
Acne (Acute),consult specialist,monitor vitals,follow Acne protocols,rest
Gallstones (Mild),consult specialist,monitor vitals,follow Gallstones protocols,rest
Rabies (Severe),consult specialist,monitor vitals,follow Rabies protocols,rest
Diphtheria (Acute),consult specialist,monitor vitals,follow Diphtheria protocols,rest
Melanoma (Acute),consult specialist,monitor vitals,follow Melanoma protocols,rest
Gout (Chronic),consult specialist,monitor vitals,follow Gout protocols,rest
Hypertension (Mild),consult specialist,monitor vitals,follow Hypertension protocols,rest
Dimorphic hemmorhoids(piles) (Chronic),consult specialist,monitor vitals,follow Dimorphic hemmorhoids protocols,rest
Whooping Cough (Acute),consult specialist,monitor vitals,follow Whooping Cough protocols,rest
Gout (Severe),consult specialist,monitor vitals,follow Gout protocols,rest
Osteoarthristis (Acute),consult specialist,monitor vitals,follow Osteoarthristis protocols,rest
Osteoporosis (Stage 1),consult specialist,monitor vitals,follow Osteoporosis protocols,rest
Depression (Stage 1),consult specialist,monitor vitals,follow Depression protocols,rest
Rosacea (Chronic),consult specialist,monitor vitals,follow Rosacea protocols,rest
Melanoma (Stage 1),consult specialist,monitor vitals,follow Melanoma protocols,rest
Kidney Stones (Severe),consult specialist,monitor vitals,follow Kidney Stones protocols,rest
Diabetes ,consult specialist,monitor vitals,follow Diabetes protocols,rest
Allergy (Mild),consult specialist,monitor vitals,follow Allergy protocols,rest
Insomnia (Acute),consult specialist,monitor vitals,follow Insomnia protocols,rest
Impetigo (Acute),consult specialist,monitor vitals,follow Impetigo protocols,rest
Diabetes  (Severe),consult specialist,monitor vitals,follow Diabetes protocols,rest
Gastroenteritis (Mild),consult specialist,monitor vitals,follow Gastroenteritis protocols,rest
Anemia (Stage 1),consult specialist,monitor vitals,follow Anemia protocols,rest
Ringworm,consult specialist,monitor vitals,follow Ringworm protocols,rest
Fibromyalgia (Stage 1),consult specialist,monitor vitals,follow Fibromyalgia protocols,rest
Fungal infection (Mild),consult specialist,monitor vitals,follow Fungal infection protocols,rest
Cholera (Mild),consult specialist,monitor vitals,follow Cholera protocols,rest
Whooping Cough (Chronic),consult specialist,monitor vitals,follow Whooping Cough protocols,rest
Hepatitis E (Stage 1),consult specialist,monitor vitals,follow Hepatitis E protocols,rest
Liver Cirrhosis (Stage 1),consult specialist,monitor vitals,follow Liver Cirrhosis protocols,rest
Psoriasis (Chronic),consult specialist,monitor vitals,follow Psoriasis protocols,rest
Anxiety Disorder (Stage 1),consult specialist,monitor vitals,follow Anxiety Disorder protocols,rest
Ringworm (Severe),consult specialist,monitor vitals,follow Ringworm protocols,rest
Varicose veins (Mild),consult specialist,monitor vitals,follow Varicose veins protocols,rest
AIDS (Severe),consult specialist,monitor vitals,follow AIDS protocols,rest
Gallstones,consult specialist,monitor vitals,follow Gallstones protocols,rest
Pneumonia (Severe),consult specialist,monitor vitals,follow Pneumonia protocols,rest
Chicken pox (Chronic),consult specialist,monitor vitals,follow Chicken pox protocols,rest
Drug Reaction (Mild),consult specialist,monitor vitals,follow Drug Reaction protocols,rest
Psoriasis (Mild),consult specialist,monitor vitals,follow Psoriasis protocols,rest
Allergy (Chronic),consult specialist,monitor vitals,follow Allergy protocols,rest
Anxiety Disorder (Severe),consult specialist,monitor vitals,follow Anxiety Disorder protocols,rest
Hepatitis C (Severe),consult specialist,monitor vitals,follow Hepatitis C protocols,rest
Anemia (Acute),consult specialist,monitor vitals,follow Anemia protocols,rest
Urinary tract infection (Mild),consult specialist,monitor vitals,follow Urinary tract infection protocols,rest
Drug Reaction (Acute),consult specialist,monitor vitals,follow Drug Reaction protocols,rest
Gout (Acute),consult specialist,monitor vitals,follow Gout protocols,rest
Hepatitis C (Mild),consult specialist,monitor vitals,follow Hepatitis C protocols,rest
Hyperthyroidism (Acute),consult specialist,monitor vitals,follow Hyperthyroidism protocols,rest
Tuberculosis (Acute),consult specialist,monitor vitals,follow Tuberculosis protocols,rest
Stroke (Acute),consult specialist,monitor vitals,follow Stroke protocols,rest
Chikungunya,consult government hospital,stay hydrated,rest,monitor temperature
Scrub Typhus,consult government hospital,stay hydrated,rest,monitor temperature
Leptospirosis,consult government hospital,stay hydrated,rest,monitor temperature
Filariasis,consult government hospital,stay hydrated,rest,monitor temperature
Madras Eye (Conjunctivitis),consult government hospital,stay hydrated,rest,monitor temperature
Heat Stroke,consult government hospital,stay hydrated,rest,monitor temperature
Diabetic Foot Ulcer,consult government hospital,stay hydrated,rest,monitor temperature
Iron Deficiency Anemia,consult government hospital,stay hydrated,rest,monitor temperature
